Month,ANZSCO_TITLE,GCCSA,Adzuna_count,ANZSCO_CODE,IVI_count
2017-07-01,Managers,Rest of Tas.,37,1,54.334
2017-07-01,Managers,Rest of Vic.,365,1,489.334
2017-07-01,Managers,Rest of WA,128,1,185.666
2017-07-01,Professionals,Australian Capital Territory,1588,2,2157.667
2017-07-01,Professionals,Greater Adelaide,2368,2,1692.333
2017-07-01,Professionals,Greater Brisbane,521,2,5500.333
2017-07-01,Professionals,Greater Darwin,351,2,372.667
2017-07-01,Professionals,Greater Hobart,163,2,244
2017-07-01,Professionals,Greater Melbourne,10333,2,12185.667
2017-07-01,Professionals,Greater Perth,3238,2,3163.667
2017-07-01,Professionals,Greater Sydney,14141,2,16564.333
2017-07-01,Professionals,Rest of NSW,2372,2,2716.999
2017-07-01,Professionals,Rest of NT,70,2,122.667
2017-07-01,Professionals,Rest of Qld,1287,2,2688.333
2017-07-01,Professionals,Rest of SA,149,2,151.334
2017-07-01,Professionals,Rest of Tas.,81,2,127.334
2017-07-01,Professionals,Rest of Vic.,923,2,1304
2017-07-01,Professionals,Rest of WA,220,2,628.001
2017-07-01,Technicians and Trades Workers,Australian Capital Territory,306,3,543
2017-07-01,Technicians and Trades Workers,Greater Adelaide,803,3,1094.667
2017-07-01,Technicians and Trades Workers,Greater Brisbane,437,3,2626.667
2017-07-01,Technicians and Trades Workers,Greater Darwin,187,3,264.333
2017-07-01,Technicians and Trades Workers,Greater Hobart,32,3,124.333
2017-07-01,Technicians and Trades Workers,Greater Melbourne,2675,3,4791.667
2017-07-01,Technicians and Trades Workers,Greater Perth,1365,3,1712.667
2017-07-01,Technicians and Trades Workers,Greater Sydney,3626,3,5905.333
2017-07-01,Technicians and Trades Workers,Rest of NSW,929,3,2034.333
2017-07-01,Technicians and Trades Workers,Rest of NT,30,3,56.333
2017-07-01,Technicians and Trades Workers,Rest of Qld,749,3,2521.333
2017-07-01,Technicians and Trades Workers,Rest of SA,72,3,146.333
2017-07-01,Technicians and Trades Workers,Rest of Tas.,44,3,110
2017-07-01,Technicians and Trades Workers,Rest of Vic.,435,3,796.665
2017-07-01,Technicians and Trades Workers,Rest of WA,281,3,816.666
2017-07-01,Community and Personal Service Workers,Australian Capital Territory,337,4,357
2017-07-01,Community and Personal Service Workers,Greater Adelaide,555,4,572.333
2017-07-01,Community and Personal Service Workers,Greater Brisbane,448,4,1480.333
2017-07-01,Community and Personal Service Workers,Greater Darwin,154,4,117
2017-07-01,Community and Personal Service Workers,Greater Hobart,48,4,95.667
2017-07-01,Community and Personal Service Workers,Greater Melbourne,2765,4,3008
2017-07-01,Community and Personal Service Workers,Greater Perth,1024,4,824.667
2017-07-01,Community and Personal Service Workers,Greater Sydney,3661,4,3644.333
2017-07-01,Community and Personal Service Workers,Rest of NSW,917,4,1166.334
2017-07-01,Community and Personal Service Workers,Rest of NT,56,4,65.333
2017-07-01,Community and Personal Service Workers,Rest of Qld,498,4,1318.333
2017-07-01,Community and Personal Service Workers,Rest of SA,88,4,79.333
2017-07-01,Community and Personal Service Workers,Rest of Tas.,33,4,58
2017-07-01,Community and Personal Service Workers,Rest of Vic.,332,4,636.665
2017-07-01,Community and Personal Service Workers,Rest of WA,173,4,162.333
2017-07-01,Clerical and Administrative Workers,Australian Capital Territory,560,5,962
2017-07-01,Clerical and Administrative Workers,Greater Adelaide,724,5,1107.333
2017-07-01,Clerical and Administrative Workers,Greater Brisbane,263,5,3226
2017-07-01,Clerical and Administrative Workers,Greater Darwin,146,5,225
2017-07-01,Clerical and Administrative Workers,Greater Hobart,14,5,126.333
2017-07-01,Clerical and Administrative Workers,Greater Melbourne,4019,5,7827
2017-07-01,Clerical and Administrative Workers,Greater Perth,1067,5,1812.333
2017-07-01,Clerical and Administrative Workers,Greater Sydney,6185,5,11461.333
2017-07-01,Clerical and Administrative Workers,Rest of NSW,530,5,1602.999
2017-07-01,Clerical and Administrative Workers,Rest of NT,26,5,54
2017-07-01,Clerical and Administrative Workers,Rest of Qld,411,5,1810.667
2017-07-01,Clerical and Administrative Workers,Rest of SA,50,5,100
2017-07-01,Clerical and Administrative Workers,Rest of Tas.,24,5,83
2017-07-01,Clerical and Administrative Workers,Rest of Vic.,401,5,743.333
2017-07-01,Clerical and Administrative Workers,Rest of WA,73,5,237.666
2017-07-01,Sales Workers,Australian Capital Territory,188,6,351.667
2017-07-01,Sales Workers,Greater Adelaide,436,6,648.333
2017-07-01,Sales Workers,Greater Brisbane,291,6,1778
2017-07-01,Sales Workers,Greater Darwin,76,6,110.333
2017-07-01,Sales Workers,Greater Hobart,29,6,83.333
2017-07-01,Sales Workers,Greater Melbourne,2011,6,3987.667
2017-07-01,Sales Workers,Greater Perth,802,6,1091.333
2017-07-01,Sales Workers,Greater Sydney,2782,6,5342.333
2017-07-01,Sales Workers,Rest of NSW,542,6,1138.666
2017-07-01,Sales Workers,Rest of NT,24,6,22.333
2017-07-01,Sales Workers,Rest of Qld,455,6,1236.999
2017-07-01,Sales Workers,Rest of SA,66,6,105
2017-07-01,Sales Workers,Rest of Tas.,36,6,56.667
2017-07-01,Sales Workers,Rest of Vic.,252,6,489.332
2017-07-01,Sales Workers,Rest of WA,108,6,149
2017-07-01,Machinery Operators and Drivers,Australian Capital Territory,130,7,96
2017-07-01,Machinery Operators and Drivers,Greater Adelaide,289,7,503.667
2017-07-01,Machinery Operators and Drivers,Greater Brisbane,346,7,1053
2017-07-01,Machinery Operators and Drivers,Greater Darwin,98,7,87.333
2017-07-01,Machinery Operators and Drivers,Greater Hobart,17,7,31.333
2017-07-01,Machinery Operators and Drivers,Greater Melbourne,1322,7,1910
2017-07-01,Machinery Operators and Drivers,Greater Perth,560,7,698.333
2017-07-01,Machinery Operators and Drivers,Greater Sydney,1864,7,2114.333
2017-07-01,Machinery Operators and Drivers,Rest of NSW,524,7,850.3340000000001
2017-07-01,Machinery Operators and Drivers,Rest of NT,12,7,16.667
2017-07-01,Machinery Operators and Drivers,Rest of Qld,415,7,1136
2017-07-01,Machinery Operators and Drivers,Rest of SA,60,7,92.334
2017-07-01,Machinery Operators and Drivers,Rest of Tas.,22,7,44.667
2017-07-01,Machinery Operators and Drivers,Rest of Vic.,230,7,318.666
2017-07-01,Machinery Operators and Drivers,Rest of WA,160,7,475.33299999999997
2017-07-01,Labourers,Australian Capital Territory,123,8,247.333
2017-07-01,Labourers,Greater Adelaide,232,8,651
2017-07-01,Labourers,Greater Brisbane,264,8,1247.667
2017-07-01,Labourers,Greater Darwin,55,8,104.667
2017-07-01,Labourers,Greater Hobart,12,8,66.667
2017-07-01,Labourers,Greater Melbourne,966,8,2213.333
2017-07-01,Labourers,Greater Perth,432,8,661
2017-07-01,Labourers,Greater Sydney,1340,8,2518.333
2017-07-01,Labourers,Rest of NSW,518,8,1518.001
2017-07-01,Labourers,Rest of NT,18,8,22.667
2017-07-01,Labourers,Rest of Qld,536,8,1600.667
2017-07-01,Labourers,Rest of SA,96,8,214.667
2017-07-01,Labourers,Rest of Tas.,33,8,86.334
2017-07-01,Labourers,Rest of Vic.,270,8,682
2017-07-01,Labourers,Rest of WA,154,8,287
2017-08-01,Managers,Australian Capital Territory,646,1,716.667
2017-08-01,Managers,Greater Adelaide,518,1,772
2017-08-01,Managers,Greater Brisbane,276,1,2427.667
2017-08-01,Managers,Greater Darwin,203,1,191.667
2017-08-01,Managers,Greater Hobart,53,1,113.333
2017-08-01,Managers,Greater Melbourne,4405,1,5857.333
2017-08-01,Managers,Greater Perth,947,1,1284
2017-08-01,Managers,Greater Sydney,6984,1,9118.333
2017-08-01,Managers,Rest of NSW,799,1,1072.667
2017-08-01,Managers,Rest of NT,33,1,44
2017-08-01,Managers,Rest of Qld,550,1,1169
2017-08-01,Managers,Rest of SA,60,1,77.667
2017-08-01,Managers,Rest of Tas.,30,1,55
2017-08-01,Managers,Rest of Vic.,417,1,493
2017-08-01,Managers,Rest of WA,143,1,197.333
2017-08-01,Professionals,Australian Capital Territory,1822,2,2127.333
2017-08-01,Professionals,Greater Adelaide,1415,2,1735
2017-08-01,Professionals,Greater Brisbane,625,2,5640.333
2017-08-01,Professionals,Greater Darwin,328,2,375
2017-08-01,Professionals,Greater Hobart,179,2,258.667
2017-08-01,Professionals,Greater Melbourne,10270,2,12350.333
2017-08-01,Professionals,Greater Perth,2470,2,3191.667
2017-08-01,Professionals,Greater Sydney,14409,2,16529.333
2017-08-01,Professionals,Rest of NSW,2820,2,2746.667
2017-08-01,Professionals,Rest of NT,67,2,127.333
2017-08-01,Professionals,Rest of Qld,1504,2,2729.667
2017-08-01,Professionals,Rest of SA,119,2,151
2017-08-01,Professionals,Rest of Tas.,108,2,131
2017-08-01,Professionals,Rest of Vic.,1021,2,1322.667
2017-08-01,Professionals,Rest of WA,193,2,627.334
2017-08-01,Technicians and Trades Workers,Australian Capital Territory,370,3,566.333
2017-08-01,Technicians and Trades Workers,Greater Adelaide,527,3,1128.333
2017-08-01,Technicians and Trades Workers,Greater Brisbane,460,3,2687.667
2017-08-01,Technicians and Trades Workers,Greater Darwin,166,3,281.667
2017-08-01,Technicians and Trades Workers,Greater Hobart,26,3,123.333
2017-08-01,Technicians and Trades Workers,Greater Melbourne,2417,3,4931.667
2017-08-01,Technicians and Trades Workers,Greater Perth,1063,3,1847.333
2017-08-01,Technicians and Trades Workers,Greater Sydney,3449,3,5953.667
2017-08-01,Technicians and Trades Workers,Rest of NSW,1037,3,2078.333
2017-08-01,Technicians and Trades Workers,Rest of NT,33,3,59.333
2017-08-01,Technicians and Trades Workers,Rest of Qld,843,3,2666.666
2017-08-01,Technicians and Trades Workers,Rest of SA,87,3,157
2017-08-01,Technicians and Trades Workers,Rest of Tas.,47,3,94
2017-08-01,Technicians and Trades Workers,Rest of Vic.,426,3,796.667
2017-08-01,Technicians and Trades Workers,Rest of WA,271,3,825.334
2017-08-01,Community and Personal Service Workers,Australian Capital Territory,273,4,369.667
2017-08-01,Community and Personal Service Workers,Greater Adelaide,434,4,578
2017-08-01,Community and Personal Service Workers,Greater Brisbane,496,4,1566.667
2017-08-01,Community and Personal Service Workers,Greater Darwin,129,4,127.667
2017-08-01,Community and Personal Service Workers,Greater Hobart,47,4,107.333
2017-08-01,Community and Personal Service Workers,Greater Melbourne,2703,4,3178.333
2017-08-01,Community and Personal Service Workers,Greater Perth,953,4,872.333
2017-08-01,Community and Personal Service Workers,Greater Sydney,3608,4,3770.333
2017-08-01,Community and Personal Service Workers,Rest of NSW,1028,4,1228.667
2017-08-01,Community and Personal Service Workers,Rest of NT,36,4,59.333
2017-08-01,Community and Personal Service Workers,Rest of Qld,609,4,1431.667
2017-08-01,Community and Personal Service Workers,Rest of SA,87,4,79.001
2017-08-01,Community and Personal Service Workers,Rest of Tas.,38,4,59.334
2017-08-01,Community and Personal Service Workers,Rest of Vic.,455,4,649.3340000000001
2017-08-01,Community and Personal Service Workers,Rest of WA,142,4,160.667
2017-08-01,Clerical and Administrative Workers,Australian Capital Territory,606,5,934
2017-08-01,Clerical and Administrative Workers,Greater Adelaide,414,5,1100
2017-08-01,Clerical and Administrative Workers,Greater Brisbane,330,5,3301.667
2017-08-01,Clerical and Administrative Workers,Greater Darwin,150,5,232.333
2017-08-01,Clerical and Administrative Workers,Greater Hobart,28,5,127
2017-08-01,Clerical and Administrative Workers,Greater Melbourne,3841,5,7732.667
2017-08-01,Clerical and Administrative Workers,Greater Perth,822,5,1840.333
2017-08-01,Clerical and Administrative Workers,Greater Sydney,5907,5,11380.333
2017-08-01,Clerical and Administrative Workers,Rest of NSW,720,5,1606.999
2017-08-01,Clerical and Administrative Workers,Rest of NT,25,5,54.333
2017-08-01,Clerical and Administrative Workers,Rest of Qld,511,5,1862.334
2017-08-01,Clerical and Administrative Workers,Rest of SA,41,5,89.333
2017-08-01,Clerical and Administrative Workers,Rest of Tas.,15,5,81.333
2017-08-01,Clerical and Administrative Workers,Rest of Vic.,399,5,745
2017-08-01,Clerical and Administrative Workers,Rest of WA,97,5,239.333
2017-08-01,Sales Workers,Australian Capital Territory,230,6,343
2017-08-01,Sales Workers,Greater Adelaide,362,6,632.333
2017-08-01,Sales Workers,Greater Brisbane,367,6,1797.667
2017-08-01,Sales Workers,Greater Darwin,71,6,121
2017-08-01,Sales Workers,Greater Hobart,51,6,83.667
2017-08-01,Sales Workers,Greater Melbourne,2247,6,3950.333
2017-08-01,Sales Workers,Greater Perth,708,6,1050
2017-08-01,Sales Workers,Greater Sydney,2862,6,5323
2017-08-01,Sales Workers,Rest of NSW,772,6,1145.667
2017-08-01,Sales Workers,Rest of NT,32,6,28
2017-08-01,Sales Workers,Rest of Qld,604,6,1276
2017-08-01,Sales Workers,Rest of SA,93,6,91.667
2017-08-01,Sales Workers,Rest of Tas.,53,6,59.333
2017-08-01,Sales Workers,Rest of Vic.,342,6,467
2017-08-01,Sales Workers,Rest of WA,172,6,148.667
2017-08-01,Machinery Operators and Drivers,Australian Capital Territory,144,7,93
2017-08-01,Machinery Operators and Drivers,Greater Adelaide,310,7,482
2017-08-01,Machinery Operators and Drivers,Greater Brisbane,430,7,1121
2017-08-01,Machinery Operators and Drivers,Greater Darwin,96,7,118.333
2017-08-01,Machinery Operators and Drivers,Greater Hobart,6,7,29.667
2017-08-01,Machinery Operators and Drivers,Greater Melbourne,1445,7,1967.333
2017-08-01,Machinery Operators and Drivers,Greater Perth,641,7,692.333
2017-08-01,Machinery Operators and Drivers,Greater Sydney,1963,7,2086.667
2017-08-01,Machinery Operators and Drivers,Rest of NSW,553,7,809
2017-08-01,Machinery Operators and Drivers,Rest of NT,20,7,22
2017-08-01,Machinery Operators and Drivers,Rest of Qld,506,7,1180.999
2017-08-01,Machinery Operators and Drivers,Rest of SA,63,7,82.667
2017-08-01,Machinery Operators and Drivers,Rest of Tas.,22,7,38.666
2017-08-01,Machinery Operators and Drivers,Rest of Vic.,206,7,305.666
2017-08-01,Machinery Operators and Drivers,Rest of WA,171,7,451
2017-08-01,Labourers,Australian Capital Territory,145,8,251.667
2017-08-01,Labourers,Greater Adelaide,212,8,628
2017-08-01,Labourers,Greater Brisbane,281,8,1295.333
2017-08-01,Labourers,Greater Darwin,66,8,138.667
2017-08-01,Labourers,Greater Hobart,36,8,60.667
2017-08-01,Labourers,Greater Melbourne,967,8,2255.667
2017-08-01,Labourers,Greater Perth,420,8,687
2017-08-01,Labourers,Greater Sydney,1419,8,2541
2017-08-01,Labourers,Rest of NSW,552,8,1471
2017-08-01,Labourers,Rest of NT,21,8,22.333
2017-08-01,Labourers,Rest of Qld,485,8,1667.333
2017-08-01,Labourers,Rest of SA,83,8,187
2017-08-01,Labourers,Rest of Tas.,39,8,72
2017-08-01,Labourers,Rest of Vic.,292,8,661.667
2017-08-01,Labourers,Rest of WA,146,8,308.66700000000003
2017-09-01,Managers,Australian Capital Territory,582,1,717.333
2017-09-01,Managers,Greater Adelaide,489,1,816
2017-09-01,Managers,Greater Brisbane,257,1,2512.667
2017-09-01,Managers,Greater Darwin,164,1,196.667
2017-09-01,Managers,Greater Hobart,59,1,112.667
2017-09-01,Managers,Greater Melbourne,4278,1,5930.667
2017-09-01,Managers,Greater Perth,893,1,1300.333
2017-09-01,Managers,Greater Sydney,6656,1,9181.333
2017-09-01,Managers,Rest of NSW,721,1,1129.666
2017-09-01,Managers,Rest of NT,37,1,42
2017-09-01,Managers,Rest of Qld,567,1,1163.333
2017-09-01,Managers,Rest of SA,80,1,88.667
2017-09-01,Managers,Rest of Tas.,32,1,55
2017-09-01,Managers,Rest of Vic.,400,1,493.66700000000003
2017-09-01,Managers,Rest of WA,131,1,206
2017-09-01,Professionals,Australian Capital Territory,1823,2,2196.333
2017-09-01,Professionals,Greater Adelaide,1225,2,1771.667
2017-09-01,Professionals,Greater Brisbane,581,2,5826.667
2017-09-01,Professionals,Greater Darwin,377,2,357.333
2017-09-01,Professionals,Greater Hobart,152,2,268.667
2017-09-01,Professionals,Greater Melbourne,10225,2,12438.667
2017-09-01,Professionals,Greater Perth,2284,2,3204.333
2017-09-01,Professionals,Greater Sydney,13651,2,16765.333
2017-09-01,Professionals,Rest of NSW,2685,2,2740.002
2017-09-01,Professionals,Rest of NT,84,2,144.667
2017-09-01,Professionals,Rest of Qld,1812,2,2820.334
2017-09-01,Professionals,Rest of SA,284,2,155.333
2017-09-01,Professionals,Rest of Tas.,103,2,134
2017-09-01,Professionals,Rest of Vic.,1131,2,1372.667
2017-09-01,Professionals,Rest of WA,207,2,636
2017-09-01,Technicians and Trades Workers,Australian Capital Territory,382,3,574.667
2017-09-01,Technicians and Trades Workers,Greater Adelaide,500,3,1173.333
2017-09-01,Technicians and Trades Workers,Greater Brisbane,472,3,2858
2017-09-01,Technicians and Trades Workers,Greater Darwin,175,3,307
2017-09-01,Technicians and Trades Workers,Greater Hobart,41,3,128.333
2017-09-01,Technicians and Trades Workers,Greater Melbourne,2494,3,5049.667
2017-09-01,Technicians and Trades Workers,Greater Perth,1367,3,1940.667
2017-09-01,Technicians and Trades Workers,Greater Sydney,3445,3,6159.333
2017-09-01,Technicians and Trades Workers,Rest of NSW,1106,3,2197
2017-09-01,Technicians and Trades Workers,Rest of NT,27,3,63.667
2017-09-01,Technicians and Trades Workers,Rest of Qld,913,3,2742.335
2017-09-01,Technicians and Trades Workers,Rest of SA,77,3,162.333
2017-09-01,Technicians and Trades Workers,Rest of Tas.,35,3,92.334
2017-09-01,Technicians and Trades Workers,Rest of Vic.,425,3,797.667
2017-09-01,Technicians and Trades Workers,Rest of WA,298,3,852.334
2017-09-01,Community and Personal Service Workers,Australian Capital Territory,265,4,399
2017-09-01,Community and Personal Service Workers,Greater Adelaide,418,4,634.667
2017-09-01,Community and Personal Service Workers,Greater Brisbane,498,4,1663.333
2017-09-01,Community and Personal Service Workers,Greater Darwin,119,4,143
2017-09-01,Community and Personal Service Workers,Greater Hobart,46,4,116
2017-09-01,Community and Personal Service Workers,Greater Melbourne,2525,4,3335
2017-09-01,Community and Personal Service Workers,Greater Perth,818,4,940.333
2017-09-01,Community and Personal Service Workers,Greater Sydney,3012,4,3891
2017-09-01,Community and Personal Service Workers,Rest of NSW,971,4,1306.666
2017-09-01,Community and Personal Service Workers,Rest of NT,34,4,56.667
2017-09-01,Community and Personal Service Workers,Rest of Qld,775,4,1509.667
2017-09-01,Community and Personal Service Workers,Rest of SA,97,4,79.333
2017-09-01,Community and Personal Service Workers,Rest of Tas.,30,4,57.667
2017-09-01,Community and Personal Service Workers,Rest of Vic.,400,4,697.667
2017-09-01,Community and Personal Service Workers,Rest of WA,145,4,185.667
2017-09-01,Clerical and Administrative Workers,Australian Capital Territory,673,5,965
2017-09-01,Clerical and Administrative Workers,Greater Adelaide,488,5,1125.667
2017-09-01,Clerical and Administrative Workers,Greater Brisbane,288,5,3367
2017-09-01,Clerical and Administrative Workers,Greater Darwin,132,5,233.333
2017-09-01,Clerical and Administrative Workers,Greater Hobart,32,5,130.667
2017-09-01,Clerical and Administrative Workers,Greater Melbourne,4312,5,7644.333
2017-09-01,Clerical and Administrative Workers,Greater Perth,817,5,1819.333
2017-09-01,Clerical and Administrative Workers,Greater Sydney,5755,5,11436.667
2017-09-01,Clerical and Administrative Workers,Rest of NSW,589,5,1598.666
2017-09-01,Clerical and Administrative Workers,Rest of NT,40,5,53.667
2017-09-01,Clerical and Administrative Workers,Rest of Qld,563,5,1886
2017-09-01,Clerical and Administrative Workers,Rest of SA,53,5,75.666
2017-09-01,Clerical and Administrative Workers,Rest of Tas.,18,5,77.333
2017-09-01,Clerical and Administrative Workers,Rest of Vic.,377,5,715.333
2017-09-01,Clerical and Administrative Workers,Rest of WA,93,5,253.333
2017-09-01,Sales Workers,Australian Capital Territory,229,6,351.333
2017-09-01,Sales Workers,Greater Adelaide,426,6,646.333
2017-09-01,Sales Workers,Greater Brisbane,395,6,1921.667
2017-09-01,Sales Workers,Greater Darwin,67,6,132.667
2017-09-01,Sales Workers,Greater Hobart,45,6,83.333
2017-09-01,Sales Workers,Greater Melbourne,2246,6,3881.333
2017-09-01,Sales Workers,Greater Perth,652,6,1029.333
2017-09-01,Sales Workers,Greater Sydney,3252,6,5403.667
2017-09-01,Sales Workers,Rest of NSW,817,6,1190.667
2017-09-01,Sales Workers,Rest of NT,25,6,30.333
2017-09-01,Sales Workers,Rest of Qld,632,6,1296.666
2017-09-01,Sales Workers,Rest of SA,68,6,86.666
2017-09-01,Sales Workers,Rest of Tas.,37,6,61.333
2017-09-01,Sales Workers,Rest of Vic.,349,6,487
2017-09-01,Sales Workers,Rest of WA,166,6,157.333
2017-09-01,Machinery Operators and Drivers,Australian Capital Territory,167,7,98
2017-09-01,Machinery Operators and Drivers,Greater Adelaide,412,7,477
2017-09-01,Machinery Operators and Drivers,Greater Brisbane,479,7,1221.333
2017-09-01,Machinery Operators and Drivers,Greater Darwin,153,7,144.333
2017-09-01,Machinery Operators and Drivers,Greater Hobart,20,7,27
2017-09-01,Machinery Operators and Drivers,Greater Melbourne,1735,7,2025
2017-09-01,Machinery Operators and Drivers,Greater Perth,912,7,726.667
2017-09-01,Machinery Operators and Drivers,Greater Sydney,2077,7,2132.667
2017-09-01,Machinery Operators and Drivers,Rest of NSW,621,7,820.667
2017-09-01,Machinery Operators and Drivers,Rest of NT,12,7,20.333
2017-09-01,Machinery Operators and Drivers,Rest of Qld,664,7,1203.667
2017-09-01,Machinery Operators and Drivers,Rest of SA,74,7,72.666
2017-09-01,Machinery Operators and Drivers,Rest of Tas.,25,7,32
2017-09-01,Machinery Operators and Drivers,Rest of Vic.,317,7,289.33299999999997
2017-09-01,Machinery Operators and Drivers,Rest of WA,259,7,440.334
2017-09-01,Labourers,Australian Capital Territory,173,8,271
2017-09-01,Labourers,Greater Adelaide,243,8,627.333
2017-09-01,Labourers,Greater Brisbane,276,8,1368.667
2017-09-01,Labourers,Greater Darwin,68,8,174.333
2017-09-01,Labourers,Greater Hobart,21,8,58.333
2017-09-01,Labourers,Greater Melbourne,1053,8,2344.333
2017-09-01,Labourers,Greater Perth,487,8,736.667
2017-09-01,Labourers,Greater Sydney,1401,8,2624.667
2017-09-01,Labourers,Rest of NSW,595,8,1485.334
2017-09-01,Labourers,Rest of NT,23,8,21.667
2017-09-01,Labourers,Rest of Qld,538,8,1704.333
2017-09-01,Labourers,Rest of SA,83,8,170.667
2017-09-01,Labourers,Rest of Tas.,36,8,67.667
2017-09-01,Labourers,Rest of Vic.,301,8,642.333
2017-09-01,Labourers,Rest of WA,156,8,329.33299999999997
2017-10-01,Managers,Australian Capital Territory,464,1,739.667
2017-10-01,Managers,Greater Adelaide,496,1,826.333
2017-10-01,Managers,Greater Brisbane,288,1,2542.667
2017-10-01,Managers,Greater Darwin,156,1,197.667
2017-10-01,Managers,Greater Hobart,62,1,116.667
2017-10-01,Managers,Greater Melbourne,4252,1,6039.333
2017-10-01,Managers,Greater Perth,1009,1,1336.667
2017-10-01,Managers,Greater Sydney,6581,1,9327.333
2017-10-01,Managers,Rest of NSW,772,1,1176.001
2017-10-01,Managers,Rest of NT,29,1,44
2017-10-01,Managers,Rest of Qld,656,1,1206.333
2017-10-01,Managers,Rest of SA,77,1,86.666
2017-10-01,Managers,Rest of Tas.,47,1,58
2017-10-01,Managers,Rest of Vic.,517,1,521.001
2017-10-01,Managers,Rest of WA,166,1,215.333
2017-10-01,Professionals,Australian Capital Territory,1395,2,2214.333
2017-10-01,Professionals,Greater Adelaide,1329,2,1818.333
2017-10-01,Professionals,Greater Brisbane,517,2,5957.667
2017-10-01,Professionals,Greater Darwin,314,2,360.667
2017-10-01,Professionals,Greater Hobart,145,2,262.333
2017-10-01,Professionals,Greater Melbourne,9601,2,12592.333
2017-10-01,Professionals,Greater Perth,2425,2,3294.333
2017-10-01,Professionals,Greater Sydney,13644,2,17181
2017-10-01,Professionals,Rest of NSW,2705,2,2848.333
2017-10-01,Professionals,Rest of NT,63,2,155
2017-10-01,Professionals,Rest of Qld,1465,2,2905.667
2017-10-01,Professionals,Rest of SA,167,2,160.334
2017-10-01,Professionals,Rest of Tas.,110,2,133.667
2017-10-01,Professionals,Rest of Vic.,1079,2,1442.001
2017-10-01,Professionals,Rest of WA,226,2,645.334
2017-10-01,Technicians and Trades Workers,Australian Capital Territory,315,3,607.667
2017-10-01,Technicians and Trades Workers,Greater Adelaide,607,3,1190.667
2017-10-01,Technicians and Trades Workers,Greater Brisbane,501,3,3004.333
2017-10-01,Technicians and Trades Workers,Greater Darwin,159,3,311.667
2017-10-01,Technicians and Trades Workers,Greater Hobart,55,3,134.333
2017-10-01,Technicians and Trades Workers,Greater Melbourne,2676,3,5262.333
2017-10-01,Technicians and Trades Workers,Greater Perth,1389,3,2073.333
2017-10-01,Technicians and Trades Workers,Greater Sydney,3597,3,6307
2017-10-01,Technicians and Trades Workers,Rest of NSW,1065,3,2292.665
2017-10-01,Technicians and Trades Workers,Rest of NT,27,3,70.333
2017-10-01,Technicians and Trades Workers,Rest of Qld,918,3,2853.666
2017-10-01,Technicians and Trades Workers,Rest of SA,88,3,175.667
2017-10-01,Technicians and Trades Workers,Rest of Tas.,55,3,92.666
2017-10-01,Technicians and Trades Workers,Rest of Vic.,481,3,844.332
2017-10-01,Technicians and Trades Workers,Rest of WA,363,3,916.3330000000001
2017-10-01,Community and Personal Service Workers,Australian Capital Territory,324,4,401
2017-10-01,Community and Personal Service Workers,Greater Adelaide,477,4,652.667
2017-10-01,Community and Personal Service Workers,Greater Brisbane,504,4,1770.667
2017-10-01,Community and Personal Service Workers,Greater Darwin,141,4,137.333
2017-10-01,Community and Personal Service Workers,Greater Hobart,68,4,117
2017-10-01,Community and Personal Service Workers,Greater Melbourne,2638,4,3483.333
2017-10-01,Community and Personal Service Workers,Greater Perth,1098,4,1007.667
2017-10-01,Community and Personal Service Workers,Greater Sydney,3511,4,4016.667
2017-10-01,Community and Personal Service Workers,Rest of NSW,1071,4,1374.999
2017-10-01,Community and Personal Service Workers,Rest of NT,30,4,59
2017-10-01,Community and Personal Service Workers,Rest of Qld,722,4,1629.334
2017-10-01,Community and Personal Service Workers,Rest of SA,82,4,81.333
2017-10-01,Community and Personal Service Workers,Rest of Tas.,33,4,68
2017-10-01,Community and Personal Service Workers,Rest of Vic.,458,4,748.667
2017-10-01,Community and Personal Service Workers,Rest of WA,196,4,198
2017-10-01,Clerical and Administrative Workers,Australian Capital Territory,507,5,992.667
2017-10-01,Clerical and Administrative Workers,Greater Adelaide,408,5,1135
2017-10-01,Clerical and Administrative Workers,Greater Brisbane,289,5,3433.333
2017-10-01,Clerical and Administrative Workers,Greater Darwin,132,5,234.667
2017-10-01,Clerical and Administrative Workers,Greater Hobart,36,5,129
2017-10-01,Clerical and Administrative Workers,Greater Melbourne,3445,5,7693.667
2017-10-01,Clerical and Administrative Workers,Greater Perth,763,5,1878.667
2017-10-01,Clerical and Administrative Workers,Greater Sydney,5239,5,11430.667
2017-10-01,Clerical and Administrative Workers,Rest of NSW,590,5,1624.999
2017-10-01,Clerical and Administrative Workers,Rest of NT,34,5,50.667
2017-10-01,Clerical and Administrative Workers,Rest of Qld,544,5,1903.333
2017-10-01,Clerical and Administrative Workers,Rest of SA,47,5,72.334
2017-10-01,Clerical and Administrative Workers,Rest of Tas.,21,5,81.667
2017-10-01,Clerical and Administrative Workers,Rest of Vic.,373,5,735.333
2017-10-01,Clerical and Administrative Workers,Rest of WA,77,5,274.334
2017-10-01,Sales Workers,Australian Capital Territory,238,6,374.333
2017-10-01,Sales Workers,Greater Adelaide,474,6,685.667
2017-10-01,Sales Workers,Greater Brisbane,393,6,1980
2017-10-01,Sales Workers,Greater Darwin,86,6,141
2017-10-01,Sales Workers,Greater Hobart,55,6,98
2017-10-01,Sales Workers,Greater Melbourne,2236,6,3959
